;Unnamed: 0;dossier;arrondissement;adresse;lieu;libelle_type_objet;dima;dimb;dosred;Coordonnées;surface;libelle;nom
2706;7114;704 900 019 002;75018;Pan coupé 19 RUE JOSEPH DIJON / 43 RUE HERMEL;A;TERRASSE OUVERTE;0.6;0.89;SARL LBPR LE BON PLAN RESTAURATION (RESTAURANT);48.894165, 2.345719;0.534;RESTAURANT;SARL LBPR LE BON PLAN RESTAURATION 
2707;7115;705 209 004 003;75018;4 RUE LAMARCK;A;TERRASSE OUVERTE;0.6;8.3;SARL BABALOU-SUR-SEINE BABALOU (RESTAURANT);48.886491, 2.344274;4.98;RESTAURANT;SARL BABALOU-SUR-SEINE BABALOU 
2708;7117;705 209 037 003;75018;Pan coupé 37 RUE LAMARCK / 5 RUE DE L ABBE PASTOUREAU;A;TERRASSE OUVERTE;0.6;2.4;SARL LE COMPTOIR DES BELETTES  (RESTAURANT);;1.44;RESTAURANT;SARL LE COMPTOIR DES BELETTES  
2709;7118;705 265 011 003;75018;11 RUE DUC;B;TERRASSE OUVERTE;0.6;8.0;SARL LA GROSSE CAISSE(LALIBI).  (RESTAURANT);48.892075, 2.342892;4.8;LALIBI;SARL LA GROSSE CAISSE.  (RESTAURANT)
2710;7119;705 564 037 003;75018;Pan coupé 37 RUE LETORT / 83 RUE CHAMPIONNET;A;TERRASSE OUVERTE;0.85;3.3;SARL ADJAOUD KAMAL  (BAR RESTAURANT);48.895458, 2.349013;2.805;BAR RESTAURANT;SARL ADJAOUD KAMAL  
2711;7123;706 066 093 003;75018;22 RUE YVONNE LE TAC;B;TERRASSE OUVERTE;0.8;8.9;M MADI  (BAR RESTAURANT);48.884246, 2.339633;7.12;BAR RESTAURANT;M MADI  
2712;7124;706 066 096 002;75018;96 RUE DES MARTYRS;A;TERRASSE OUVERTE;0.6;4.2;SARL LE-TAC  (RESTAURATION RAPIDE - SNACK);48.884278, 2.339825;2.52;RESTAURATION RAPIDE - SNACK;SARL LE-TAC  
2713;7128;706 764 009 003;75018;2 RUE POULBOT;B;TERRASSE OUVERTE;1.2;10.8;SARL LE TIRE BOUCHON  (RESTAURANT);48.886849, 2.339699;12.96;RESTAURANT;SARL LE TIRE BOUCHON  
2714;7129;706 764 018 004;75018;Pan coupé 18 RUE NORVINS / 13 RUE SAINT RUSTIQUE;A;TERRASSE OUVERTE;0.6;5.0;SARL LE CONSULAT  (RESTAURANT);48.887128, 2.339943;3.0;RESTAURANT;SARL LE CONSULAT  
2715;7130;706 845 042 002;75018;42 RUE ORDENER;A;TERRASSE FERMEE;1.57;3.8;SARL ABDUL FAST FOODS  (RESTAURATION RAPIDE - SNACK);48.891571, 2.35008;5.966;RESTAURATION RAPIDE - SNACK;SARL ABDUL FAST FOODS  
2716;7132;706 845 064 003;75018;Pan coupé 64 RUE ORDENER / 2 RUE BAUDELIQUE;A;TERRASSE OUVERTE;0.7;3.0;MME ADALA  (RESTAURANT);48.892103, 2.347053;2.1;RESTAURANT;MME ADALA  
2717;7133;706 845 066 003;75018;66 RUE ORDENER;A;TERRASSE FERMEE;1.2;4.5;M SLAIMI  (BAR RESTAURANT);48.892176, 2.346808;5.4;BAR RESTAURANT;M SLAIMI  
2718;7139;706 845 117 003;75018;117 RUE ORDENER;A;TERRASSE OUVERTE;1.5;3.47;SAS BRASSERIE MODERNE CAFE D ALBERT (BAR RESTAURANT);48.892604, 2.343061;5.205;BAR RESTAURANT;SAS BRASSERIE MODERNE CAFE D ALBERT 
2719;7142;706 868 002 003;75018;2 BOULEVARD ORNANO;A;TERRASSE OUVERTE;3.0;4.1;SARL KF  (BAR RESTAURANT);48.891662, 2.34995;12.3;BAR RESTAURANT;SARL KF  
2720;7143;706 868 042 002;75018;42 BOULEVARD ORNANO;A;TERRASSE OUVERTE;1.15;9.03;SARL LE PALACE  (RESTAURATION RAPIDE - SNACK);48.894377, 2.347604;10.3845;RESTAURATION RAPIDE - SNACK;SARL LE PALACE  
2721;7165;708 029 029 003;75018;29 RUE RAMEY;A;TERRASSE OUVERTE;0.8;3.9;SARL SOFIKADE  (RESTAURATION RAPIDE - SNACK);48.888595, 2.346559;3.12;RESTAURATION RAPIDE - SNACK;SARL SOFIKADE  
2722;7166;708 029 030 003;75018;30 RUE RAMEY;A;TERRASSE OUVERTE;1.0;4.9;SARL  ITALFOODING 	SALE & PEPE (RESTAURANT);48.889108, 2.346511;4.9;RESTAURANT;SARL  ITALFOODING 	SALE & PEPE 
2723;7180;708 265 096 002;75018;96 BOULEVARD DE ROUCHECHOUART;A;COMMERCE ACCESSOIRE;1.0;1.4;SARL SNACK TIME  (RESTAURATION RAPIDE - SNACK);48.882667, 2.342029;1.4;RESTAURATION RAPIDE - SNACK;SARL SNACK TIME  
2724;7181;708 265 106 004;75018;;A;;1.15;4.79;SARL KINTARO  (RESTAURANT);;5.5085;RESTAURANT;SARL KINTARO  
2725;7182;708 265 108 004;75018;108 BOULEVARD DE ROCHECHOUART;A;TERRASSE FERMEE;1.22;2.5;SARL LE CAVEAU DES ARTISTES  (RESTAURANT);48.882449, 2.340913;3.05;RESTAURANT;SARL LE CAVEAU DES ARTISTES  
2726;7188;709 454 007 005;75018;1 RUE YVONNE LE TAC;B;TERRASSE OUVERTE;0.85;5.0;SARL LE TIROIR  (RESTAURANT);48.883962, 2.341337;4.25;RESTAURANT;SARL LE TIROIR  
2727;7192;709 990 006 002;75018;6 RUE YVONNE LE TAC;A;TERRASSE OUVERTE;0.6;3.6;SARL PERLE  (RESTAURANT);48.884098, 2.340939;2.16;RESTAURANT;SARL PERLE  
2728;7195;711 772 015 005;75018;15 RUE DE LA CHAPELLE;A;TERRASSE FERMEE;1.9;3.04;SARL  HANIA  (RESTAURATION RAPIDE - SNACK);48.891323, 2.359671;5.776;RESTAURATION RAPIDE - SNACK;SARL  HANIA  
2729;7198;712 939 022 003;75018;22 RUE DOUDEAUVILLE;A;TERRASSE OUVERTE;0.9;6.1;SARL  YAM'S 	LES PLANCHES DE DEAUVILLE (RESTAURANT);48.88884, 2.35671;5.49;RESTAURANT;SARL  YAM'S 	LES PLANCHES DE DEAUVILLE 
2730;7205;698 007 017 002;75018;17 AVENUE RACHEL;A;TERRASSE FERMEE;2.6;8.0;SARL TIFINAGH  (RESTAURANT);48.885208, 2.330918;20.8;RESTAURANT;SARL TIFINAGH  
2731;7207;698 941 048 002;75018;48 AVENUE DE SAINT OUEN;A;TERRASSE OUVERTE;1.5;6.1;SARL BARKLAYS CAFE  (BAR RESTAURANT);48.890512, 2.326668;9.15;BAR RESTAURANT;SARL BARKLAYS CAFE  
2732;7218;701 304 002 002;75018;2 RUE BRIQUET;A;TERRASSE OUVERTE;0.8;14.5;SARL PARIS SPENCER  (RESTAURANT);48.883494, 2.344193;11.6;RESTAURANT;SARL PARIS SPENCER  
2733;7224;702 156 013 003;75018;13 RUE DES CLOYS;A;TERRASSE OUVERTE;0.6;4.0;SARL  DNA LA BELLE MERE QUI FUME (RESTAURANT);48.892594, 2.34026;2.4;RESTAURANT;SARL  DNA LA BELLE MERE QUI FUME 
2734;7227;702 492 022 004;75018;22 RUE CUSTINE;A;TERRASSE OUVERTE;1.3;4.0;SARL PIZZA PARSI  (RESTAURATION RAPIDE - SNACK);48.888649, 2.347489;5.2;RESTAURATION RAPIDE - SNACK;SARL PIZZA PARSI  
2735;7231;702 492 059 002;75018;59 RUE CUSTINE;A;TERRASSE OUVERTE;1.2;4.7;SARL ANATA  (RESTAURATION RAPIDE - SNACK);48.889625, 2.343161;5.64;RESTAURATION RAPIDE - SNACK;SARL ANATA  
2736;7236;702 974 017 002;75018;17 RUE DUC;A;TERRASSE OUVERTE;0.6;6.8;EURL LE PETIT DUC  (RESTAURANT);48.892269, 2.342108;4.08;RESTAURANT;EURL LE PETIT DUC  
2737;7237;702 974 018 002;75018;18 RUE DUC;A;TERRASSE OUVERTE;0.6;8.7;SARL PEGEM LE POSTAL  (HOTEL RESTAURANT);48.892341, 2.342279;5.22;HOTEL RESTAURANT;SARL PEGEM LE POSTAL  
2738;7240;703 001 089 003;75018;Pan coupé 89 RUE DUHESME / 9 RUE VERSIGNY;A;TERRASSE OUVERTE;1.15;3.2;SARL DUHESME DR PATAKREP (RESTAURANT);48.89458, 2.344254;3.68;RESTAURANT;SARL DUHESME DR PATAKREP 
2739;7241;703 466 018 002;75018;18 RUE EUGENE SUE;A;TERRASSE OUVERTE;0.6;6.0;SARL MAILLARD SARL  (RESTAURANT);48.891126, 2.347102;3.6;RESTAURANT;SARL MAILLARD SARL  
2740;7242;703 601 014 003;75018;14 RUE FERDINAND FLOCON;A;TERRASSE OUVERTE;0.6;6.7;SARL L AMUSE BOUCHE  (RESTAURANT);48.891617, 2.346067;4.02;RESTAURANT;SARL L AMUSE BOUCHE  
2741;7243;704 540 002 002;75018;2 RUE HERMANN LACHAPELLE;A;TERRASSE OUVERTE;0.6;2.0;SARL  SARL BOUDELLA LA PISCINE (RESTAURANT);48.894107, 2.351391;1.2;RESTAURANT;SARL  SARL BOUDELLA LA PISCINE 
2742;7244;704 589 014 002;75018;14 RUE HOUDON;A;TERRASSE OUVERTE;0.8;6.2;SARL  BROSSERGNAT  CHEZ FRANKETTE (RESTAURANT);48.883322, 2.33871;4.96;RESTAURANT;SARL  BROSSERGNAT  CHEZ FRANKETTE 
2743;7246;705 209 037 003;75018;5 RUE DE L ABBE PATUREAU;B;TERRASSE OUVERTE;0.8;3.7;SARL LE COMPTOIR DES BELETTES  (RESTAURANT);48.889172, 2.341627;2.96;RESTAURANT;SARL LE COMPTOIR DES BELETTES  
2744;7251;705 921 090 002;75018;90 RUE MARCADET;A;TERRASSE OUVERTE;0.6;12.0;SARL AUX CHIFFONS  (BAR RESTAURANT);48.890655, 2.345849;7.2;BAR RESTAURANT;SARL AUX CHIFFONS  
2745;7254;706 066 074 002;75018;126 BOULEVARD DE ROCHECHOUART;B;TERRASSE OUVERTE;2.5;2.2;SNC ALLEZAIX ET CIE  (RESTAURANT);48.882204, 2.339771;5.5;RESTAURANT;SNC ALLEZAIX ET CIE  
2746;7256;706 066 089 002;75018;2 RUE DES ABBESSES;B;TERRASSE OUVERTE;0.8;13.0;SARL PIGNATTA PIZZERIA  (RESTAURANT);48.883784, 2.339631;10.4;RESTAURANT;SARL PIGNATTA PIZZERIA  
2747;7259;706 392 050 002;75018;50 RUE DU MONT CENIS;A;TERRASSE OUVERTE;1.2;5.2;SARL SSG  (RESTAURANT);48.89036, 2.343479;6.24;RESTAURANT;SARL SSG  
2748;7266;706 683 039 002;75018;39 BOULEVARD NEY;A;TERRASSE OUVERTE;1.1;17.0;SARL JSD  (RESTAURANT);48.897742, 2.343493;18.7;RESTAURANT;SARL JSD  
2749;7269;706 764 006 002;75018;6 RUE NORVINS;A;TERRASSE OUVERTE;0.5;5.0;SARL   CATH FINANCE  	LA MERE CATHERINE (RESTAURANT);48.886744, 2.340744;2.5;RESTAURANT;SARL   CATH FINANCE  	LA MERE CATHERINE 
2750;7271;706 845 066 003;75018;Pan coupé 66 RUE ORDONER / 2 RUE BAUDELIQUE;A;TERRASSE OUVERTE;0.8;1.5;M SLAIMI  (BAR RESTAURANT);48.892103, 2.347053;1.2;BAR RESTAURANT;M SLAIMI  
2751;7274;706 845 088 003;75018;88 RUE ORDENER;A;TERRASSE FERMEE;1.35;4.85;SAS  FOUZIA  	LE CHANT DES OLIVIERS (RESTAURANT);48.892816, 2.343003;6.5475;RESTAURANT;SAS  FOUZIA  	LE CHANT DES OLIVIERS 
2752;7276;706 845 100 002;75018;100 RUE ORDENER;A;TERRASSE OUVERTE;0.95;10.0;M   HARZOUNE  AU VILLAGE DE MICHEL (RESTAURANT);48.892996, 2.341696;9.5;RESTAURANT;M   HARZOUNE  AU VILLAGE DE MICHEL 
2753;7277;706 845 117 003;75018;15 RUE LAPEYRERE;B;TERRASSE OUVERTE;0.6;12.1;SAS BRASSERIE MODERNE CAFE D ALBERT (BAR RESTAURANT);48.892374, 2.343061;7.26;BAR RESTAURANT;SAS BRASSERIE MODERNE CAFE D ALBERT 
2754;7278;706 868 002 003;75018;Pan coupé  2 BOULEVARD ORNANO / 44 RUE ORDENER;A;TERRASSE OUVERTE;1.2;6.5;SARL KF  (BAR RESTAURANT);48.891662, 2.34995;7.8;BAR RESTAURANT;SARL KF  
2755;7290;706 876 002 006;75018;Pan coupé 2 RUE D ORSEL / 5 RUE DE CLIGNANCOURT;A;TERRASSE OUVERTE;0.7;3.6;SA MC DONALD S SYSTEM OF FRANCE  (RESTAURATION RAPIDE - SNACK);48.884052, 2.347027;2.52;RESTAURATION RAPIDE - SNACK;SA MC DONALD S SYSTEM OF FRANCE  
2756;7295;707 522 067 002;75018;Pan coupé 67 RUE DES POISSONNIERS /  55 RUE ORDENER;A;TERRASSE OUVERTE;1.1;2.0;M  ACHERAIOU MOHAMMED 	LE VA ET VIENT DU NORD (RESTAURANT);48.891009, 2.351489;2.2;RESTAURANT;M  ACHERAIOU MOHAMMED 	LE VA ET VIENT DU NORD 
2757;7303;420 780 048 003;75011;48 BOULEVARD BEAUMARCHAIS;A;PLANCHER MOBILE;3.2;7.72;SARL SARL SWETA CUBA COMPAGNIE-CUBA BAR REST. (RESTAURANT);48.857151, 2.368436;24.704;RESTAURANT;SARL SARL SWETA CUBA COMPAGNIE-CUBA BAR REST. 
2758;7304;420 780 052 002;75011;52 BOULEVARD BEAUMARCHAIS;A;TERRASSE OUVERTE;0.6;5.28;SARL XIANG HE  (RESTAURANT);48.857368, 2.368385;3.168;RESTAURANT;SARL XIANG HE  
2759;7305;420 780 056 003;75011;2 RUE CLOTILDE DE VAUX;B;TERRASSE OUVERTE;1.1;10.0;SARL SAB ET CO  (RESTAURANT);;11.0;RESTAURANT;SARL SAB ET CO  
2760;7306;420 780 062 002;75011;62 BOULEVARD BEAUMARCHAIS;A;TERRASSE FERMEE;3.0;6.2;SARL LOTUS  (BAR RESTAURANT);48.85792, 2.368251;18.6;BAR RESTAURANT;SARL LOTUS  
2761;7307;420 780 062 002;75011;62 BOULEVARD BEAUMARCHAIS;A;TERRASSE OUVERTE;0.7;6.2;SARL LOTUS  (BAR RESTAURANT);48.85792, 2.368251;4.34;BAR RESTAURANT;SARL LOTUS  
2762;7315;149 428 010 003;75004;10 RUE DU TRESOR;A;TERRASSE OUVERTE;2.0;7.0;M DENAMUR  (RESTAURANT);48.857222, 2.357646;14.0;RESTAURANT;M DENAMUR  
2763;7316;149 428 010 005;75004;10 RUE DU TRESOR;A;TERRASSE OUVERTE;2.0;4.0;M DENAMUR  (RESTAURANT);48.857222, 2.357646;8.0;RESTAURANT;M DENAMUR  
2764;7317;149 428 010 005;75004;28 RUE VIEILLE DU TEMPLE;B;TERRASSE OUVERTE;1.2;7.0;M DENAMUR  (RESTAURANT);48.85734, 2.357456;8.4;RESTAURANT;M DENAMUR  
2765;7319;149 727 001 002;75004;Pan coupé 1 RUE DE LA VERRERIE / 7 RUE DU BOURG TIBOURG;A;TERRASSE OUVERTE;0.8;3.0;SARL SAN ANTONIO  (RESTAURANT);48.856839, 2.355668;2.4;RESTAURANT;SARL SAN ANTONIO  
2766;7320;149 727 011 002;75004;11 RUE DE LA VERRERIE;A;TERRASSE OUVERTE;1.1;6.0;SARL KYO  (RESTAURANT);48.857175, 2.354883;6.6;RESTAURANT;SARL KYO  
2767;7324;150 698 002 002;75004;2 RUE DE LA BASTILLE;A;TERRASSE OUVERTE;0.6;6.0;EURL AUBERGE DE VENISE BASTILLE  (RESTAURANT);48.853792, 2.367584;3.6;RESTAURANT;EURL AUBERGE DE VENISE BASTILLE  
2768;7325;150 698 006 002;75004;6 RUE DE LA BASTILLE;A;TERRASSE OUVERTE;0.7;8.8;SA C/O GROUPE FLO SCE COMPTABILITE FOURNISSEURS (RESTAURANT);48.853765, 2.367947;6.16;RESTAURANT;SA C/O GROUPE FLO SCE COMPTABILITE FOURNISSEURS 
2769;7326;150 780 019 002;75004;19 BOULEVARD BEAUMARCHAIS;A;TERRASSE FERMEE;3.24;10.44;SA CHEZ CLEMENT  (RESTAURANT);48.855143, 2.36839;33.8256;RESTAURANT;SA CHEZ CLEMENT  
2770;7330;151 199 019 003;75004;Pan coupé 19 BOULEVARD BOURDON / 1 RUE MORNAY;A;TERRASSE OUVERTE;1.0;2.1;SNC LE COIN DES ARTISTES  (RESTAURANT);48.849195, 2.366299;2.1;RESTAURANT;SNC LE COIN DES ARTISTES  
2771;7331;151 633 012 003;75004;12 QUAI DES CELESTINS;A;TERRASSE OUVERTE;1.25;6.2;SARL RIMY  (RESTAURANT);48.85213, 2.361314;7.75;RESTAURANT;SARL RIMY  
2772;7332;154 510 006 003;75004;Pan coupé 6 BOULEVARD HENRI IV / 23 BOULEVARD MORLAND;A;COMMERCE ACCESSOIRE;0.6;1.3;SAS SULLY IV  (BAR RESTAURANT);48.8508, 2.361856;0.78;BAR RESTAURANT;SAS SULLY IV  
2773;7338;154 510 031 003;75004;31 BOULEVARD HENRI IV;A;TERRASSE OUVERTE;0.6;3.6;SARL M & L  (BAR RESTAURANT);48.8508, 2.361856;2.16;BAR RESTAURANT;SARL M & L  
2774;7344;156 510 004 003;75004;4 RUE MORNAY;A;TERRASSE OUVERTE;0.6;8.53;MME RUI  (RESTAURANT);48.849769, 2.364855;5.118;RESTAURANT;MME RUI  
2775;7352;159 492 004 002;75004;4 RUE DE TURENNE;A;TERRASSE OUVERTE;0.6;6.4;SARL MAISON DU BONHEUR THE VERT (RESTAURANT);48.85494, 2.363322;3.84;RESTAURANT;SARL MAISON DU BONHEUR THE VERT 
2776;7365;162 129 012 004;75004;12 RUE DU CLOITRE NOTRE DAME;A;ETALAGE;2.0;3.5;SARL NOTRE DAME CAFE  (RESTAURATION RAPIDE - SNACK);48.853424, 2.34996;7.0;RESTAURATION RAPIDE - SNACK;SARL NOTRE DAME CAFE  
2777;7366;162 129 014 005;75004;14 RUE DU CLOITRE NOTRE DAME;A;COMMERCE ACCESSOIRE;1.5;1.6;EURL CREPERIE DU CLOITRE  (RESTAURANT);48.853453, 2.349852;2.4;RESTAURANT;EURL CREPERIE DU CLOITRE  
2778;7367;162 129 020 003;75004;20 RUE DU CLOITRE NOTRE DAME;A;COMMERCE ACCESSOIRE;1.0;1.5;M MIQUEL  (RESTAURANT);48.853529, 2.349627;1.5;RESTAURANT;M MIQUEL  
2779;7369;164 795 014 002;75004;14 RUE JEAN DU BELLAY;A;TERRASSE OUVERTE;1.0;8.9;EURL LA TOUR FL LE LUTETIA (BAR RESTAURANT);48.8531, 2.353722;8.9;BAR RESTAURANT;EURL LA TOUR FL LE LUTETIA 
2780;7375;171 162 036 003;75005;36 RUE DES BOULANGERS;A;TERRASSE OUVERTE;0.7;3.3;SARL LA NOUVELLE VIE  (RESTAURANT);48.846242, 2.352412;2.31;RESTAURANT;SARL LA NOUVELLE VIE  
2781;7377;171 535 040 003;75005;40 RUE DU CARDINAL LEMOINE;A;TERRASSE OUVERTE;1.2;3.9;M KHAKAR  (RESTAURANT);48.846979, 2.351966;4.68;RESTAURANT;M KHAKAR  
2782;7379;171 535 083 002;75005;83 RUE DU CARDINAL LEMOINE;A;TERRASSE OUVERTE;0.6;6.0;SARL LA COUSCOUSSIERE  (RESTAURANT);48.844694, 2.349726;3.6;RESTAURANT;SARL LA COUSCOUSSIERE  
2783;7384;172 736 029 002;75005;29 RUE DESCARTES;A;TERRASSE OUVERTE;0.6;6.4;SARL SANGUIS TERRAE  (RESTAURANT);48.845823, 2.34921;3.84;RESTAURANT;SARL SANGUIS TERRAE  
2784;7385;172 736 039 003;75005;39 RUE DESCARTES;A;TERRASSE OUVERTE;1.6;3.4;SARL EFI  (RESTAURANT);48.845492, 2.349228;5.44;RESTAURANT;SARL EFI  
2785;7392;173 761 020 002;75005;20 RUE DES FOSSES SAINT BERNARD;A;TERRASSE OUVERTE;0.7;4.5;SARL DAM S  (RESTAURANT);48.848523, 2.354701;3.15;RESTAURANT;SARL DAM S  
2786;7393;175 138 004 002;75005;4 RUE LACEPEDE;A;TERRASSE OUVERTE;0.6;4.2;M MAGGIO  (RESTAURANT);48.843717, 2.354415;2.52;RESTAURANT;M MAGGIO  
2787;7394;175 138 004 004;75005;4 RUE LACEPEDE;A;TERRASSE OUVERTE;0.7;3.2;M MAGGIO  (RESTAURANT);48.843717, 2.354415;2.24;RESTAURANT;M MAGGIO  
2788;7396;175 635 019 003;75005;19 RUE LINNE;A;TERRASSE OUVERTE;1.8;5.0;SARL SUB JUSSIEU  (RESTAURATION RAPIDE - SNACK);48.844932, 2.354528;9.0;RESTAURATION RAPIDE - SNACK;SARL SUB JUSSIEU  
2789;7398;175 635 037 004;75005;37 RUE LINNE;A;TERRASSE OUVERTE;1.5;4.0;SARL ALEV  (RESTAURATION RAPIDE - SNACK);48.84591, 2.354427;6.0;RESTAURATION RAPIDE - SNACK;SARL ALEV  
2790;7401;198 929 065 004;75005;23 RUE SOUFFLOT;B;TERRASSE FERMEE;2.7;14.35;SA MC DONALD S SYSTEM OF FRANCE  (RESTAURATION RAPIDE - SNACK);48.846942, 2.342552;38.745;RESTAURATION RAPIDE - SNACK;SA MC DONALD S SYSTEM OF FRANCE  
2791;7402;198 929 065 004;75005;23 RUE SOUFFLOT;B;TERRASSE OUVERTE;0.7;14.35;SA MC DONALD S SYSTEM OF FRANCE  (RESTAURATION RAPIDE - SNACK);48.846942, 2.342552;10.045;RESTAURATION RAPIDE - SNACK;SA MC DONALD S SYSTEM OF FRANCE  
2792;7408;199 366 032 002;75005;2-4 PLACE LUCIEN HERR;B;CONTRE TERRASSE;0.6;4.2;SARL LENA & MIMILE  (BAR RESTAURANT);48.841996, 2.348021;2.52;BAR RESTAURANT;SARL LENA & MIMILE  
2793;7410;201 353 039 002;75005;39 RUE DE LA BUCHERIE;A;TERRASSE OUVERTE;2.05;7.4;MME SILLY  (RESTAURANT);48.852641, 2.347028;15.17;RESTAURANT;MME SILLY  
2794;7416;203 129 028 004;75005;Pan coupé 28 RUE DES ECOLES / 9 RUE DES CRAMES;A;TERRASSE OUVERTE;0.7;1.1;SA ETNA  (RESTAURANT);48.847679, 2.351836;0.77;RESTAURANT;SA ETNA  
2795;7417;203 129 028 004;75005;9 RUE DES CARMES;B;TERRASSE OUVERTE;0.7;12.0;SA ETNA  (RESTAURANT);48.848964, 2.347563;8.4;RESTAURANT;SA ETNA  
2796;7424;203 129 051 006;75005;51 RUE DES ECOLES;A;TERRASSE OUVERTE;1.3;5.1;SAS GOURMET ZEN  (RESTAURATION RAPIDE - SNACK);48.849983, 2.343211;6.63;RESTAURATION RAPIDE - SNACK;SAS GOURMET ZEN  
2797;7427;203 926 029 002;75005;29 RUE GALANDE;A;TERRASSE OUVERTE;1.1;3.45;SARL BELINDA  (RESTAURANT);48.851226, 2.347666;3.795;RESTAURANT;SARL BELINDA  
2798;7428;203 926 039 002;75005;39 RUE GALANDE;A;TERRASSE OUVERTE;1.0;5.3;SARL MATSUYA  (RESTAURANT);48.851351, 2.347431;5.3;RESTAURANT;SARL MATSUYA  
2799;7429;205 189 007 004;75005;7 RUE LAGRANGE;A;TERRASSE OUVERTE;1.0;8.1;SARL LA SOURCE  (RESTAURANT);48.851712, 2.347957;8.1;RESTAURANT;SARL LA SOURCE  
2800;7430;205 189 010 002;75005;Pan coupé 10 RUE LAGRANGE / 1 RUE DU FOUARRE;A;TERRASSE OUVERTE;1.0;7.6;SARL ZENYAMA  (RESTAURANT);48.851581, 2.347251;7.6;RESTAURANT;SARL ZENYAMA  
2801;7431;205 189 010 002;75005;10 RUE LAGRANGE;A;TERRASSE OUVERTE;1.0;1.6;SARL ZENYAMA  (RESTAURANT);48.851454, 2.347689;1.6;RESTAURANT;SARL ZENYAMA  
2802;7433;205 189 013 002;75005;13 RUE LAGRANGE;A;TERRASSE OUVERTE;1.4;6.3;SARL LAGRANGE  (RESTAURANT);48.851127, 2.348282;8.82;RESTAURANT;SARL LAGRANGE  
2803;7434;205 189 015 003;75005;15 RUE LAGRANGE;A;TERRASSE FERMEE;1.0;4.7;SARL LA CRIEE  (RESTAURANT);48.850999, 2.348381;4.7;RESTAURANT;SARL LA CRIEE  
2804;7446;208 657 005 004;75005;5 RUE SOUFFLOT;A;TERRASSE FERMEE;3.06;12.0;SARL ROTISSERIE DU PANTHEON  (RESTAURANT);48.846494, 2.343755;36.72;RESTAURANT;SARL ROTISSERIE DU PANTHEON  
2805;7450;208 657 012 002;75005;12 RUE SOUFFLOT;A;TERRASSE OUVERTE;1.5;6.5;SAS F C L C  (RESTAURATION RAPIDE - SNACK);48.84698, 2.343211;9.75;RESTAURATION RAPIDE - SNACK;SAS F C L C  
2806;7461;208 845 092 002;75005;92 BOULEVARD SAINT GERMAIN;A;TERRASSE OUVERTE;3.6;9.5;SARL SAINT GERMAIN RESTAURATION  (RESTAURANT);48.851265, 2.344314;34.2;RESTAURANT;SARL SAINT GERMAIN RESTAURATION  
2807;7463;208 871 031 003;75005;31 RUE SAINT JACQUES;A;TERRASSE FERMEE;1.4;5.7;SARL HIMALAYA TIBET  (RESTAURANT);48.851274, 2.345948;7.98;RESTAURANT;SARL HIMALAYA TIBET  
2808;7464;208 871 033 003;75005;33 RUE SAINT JACQUES;A;TERRASSE FERMEE;1.25;14.6;SA BAR A HUITRES ST GERMAIN  (RESTAURANT);48.851131, 2.345867;18.25;RESTAURANT;SA BAR A HUITRES ST GERMAIN  
2809;7465;208 871 033 003;75005;Pan coupé 33 RUE SAINT JACQUES / 10 RUE DANTE;A;TERRASSE OUVERTE;1.25;3.0;SA BAR A HUITRES ST GERMAIN  (RESTAURANT);48.851131, 2.345867;3.75;RESTAURANT;SA BAR A HUITRES ST GERMAIN  
2810;7472;208 934 001 002;75005;Pan coupé 1 QUAI SAINT MICHEL / 2 PLACE DU PETIT PONT;A;TERRASSE FERMEE;1.15;1.65;M DEBEURE  (RESTAURANT);48.853055, 2.346536;1.8975;RESTAURANT;M DEBEURE  
2811;7473;208 934 001 002;75005;1 QUAI SAINT MICHEL;A;TERRASSE OUVERTE;1.0;8.75;M DEBEURE  (RESTAURANT);48.853055, 2.346536;8.75;RESTAURANT;M DEBEURE  
2812;7476;209 053 002 002;75005;2 PLACE SAINTE GENEVIEVE;A;TERRASSE OUVERTE;0.7;7.95;SARL CHARLES WELLS  (RESTAURANT);48.846637, 2.347028;5.565;RESTAURANT;SARL CHARLES WELLS  
2813;7478;211 355 005 002;75006;5 RUE DE BUCI;A;CONTRE TERRASSE;0.8;4.0;SARL SOCIETE CINQ  (RESTAURANT);48.85368, 2.338084;3.2;RESTAURANT;SARL SOCIETE CINQ  
2814;7479;211 355 005 002;75006;5 RUE DE BUCI;A;TERRASSE OUVERTE;1.2;4.0;SARL SOCIETE CINQ  (RESTAURANT);48.85368, 2.338084;4.8;RESTAURANT;SARL SOCIETE CINQ  
2815;7480;211 355 005 002;75006;1 RUE GREGOIRE DE TOURS;B;TERRASSE OUVERTE;1.0;3.45;SARL SOCIETE CINQ  (RESTAURANT);48.853651, 2.33805;3.45;RESTAURANT;SARL SOCIETE CINQ  
2816;7483;211 355 012 004;75006;12 RUE DE BUCI;A;TERRASSE OUVERTE;0.6;4.2;SARL LE MOLIERE BUCI VENEZIA  (RESTAURANT);48.853902, 2.337269;2.52;RESTAURANT;SARL LE MOLIERE BUCI VENEZIA  
2817;7496;214 556 020 002;75006;20 RUE DE L HIRONDELLE;A;TERRASSE OUVERTE;1.0;4.0;SARL LE SAINT-MICHEL  (RESTAURANT);48.853575, 2.343316;4.0;RESTAURANT;SARL LE SAINT-MICHEL  
